cadena,estado,ca,provincia,comarca,municipio,nivel,tipovia,via,numero,codPostal,nombrepropio
"Calle Eibar, 16, Logroño",España,La Rioja,La Rioja,,Logroño,Logroño,Calle,Eibar,16,26007,
